time;x1;x2
2.062062062062062218e+00;3.700612721336875577e+00;-6.769407138413983560e+00
2.082082082082082231e+00;3.556898185086260877e+00;-6.739897453285038864e+00
2.102102102102102243e+00;3.407694375591918678e+00;-6.703625992947120693e+00
2.122122122122122256e+00;3.253098845383142645e+00;-6.660647812135091606e+00
2.142142142142142269e+00;3.093251574331940645e+00;-6.611056238886480863e+00
2.162162162162162282e+00;2.928298147326302114e+00;-6.554951023978107472e+00
2.182182182182182295e+00;2.758389734125882065e+00;-6.492438323102406095e+00
2.202202202202202308e+00;2.583683089361997975e+00;-6.423630696867427048e+00
2.222222222222222321e+00;2.404340552537633346e+00;-6.348647110796837190e+00
2.242242242242242334e+00;2.220530048027435033e+00;-6.267612935329919921e+00
2.262262262262262347e+00;2.032425085077715021e+00;-6.180659945821575185e+00
2.282282282282282360e+00;1.840204757806449098e+00;-6.087926322542317692e+00
2.302302302302302373e+00;1.644053745203277961e+00;-5.989556650678278693e+00
2.322322322322322385e+00;1.444162311129505660e+00;-5.885701920331207759e+00
2.342342342342342398e+00;1.240726304318102269e+00;-5.776519526518467451e+00
2.362362362362362411e+00;1.033947158373699882e+00;-5.662173269173038648e+00
2.382382382382382424e+00;8.240318917725968362e-01;-5.542833353143518771e+00
2.402402402402402437e+00;6.111931078627561575e-01;-5.418676388194120008e+00
2.422422422422422450e+00;3.956489948638037824e-01;-5.289885389004671978e+00
2.442442442442442463e+00;1.776233258670312232e-01;-5.156649775170619066e+00
2.462462462462462476e+00;-4.265454116460754008e-02;-5.019165371203023085e+00
2.482482482482482489e+00;-2.649496633964911751e-01;-4.877634406528562394e+00
2.502502502502502502e+00;-4.890215131223376588e-01;-4.732265515489529228e+00
2.522522522522522515e+00;-7.146239777641962831e-01;-4.583273737343835919e+00
2.542542542542542527e+00;-9.415053598724574258e-01;-4.430880516265006897e+00
2.562562562562562540e+00;-1.169408377125840559e+00;-4.275313701342185801e+00
2.582582582582582553e+00;-1.398070162331405797e+00;-4.116807546580131927e+00
2.602602602602602566e+00;-1.627222263424545901e+00;-3.955602710899217556e+00
2.622622622622622579e+00;-1.856590643468992496e+00;-3.791946258135436398e+00
2.642642642642642592e+00;-2.085895680656809859e+00;-3.626091657040395155e+00
2.662662662662662605e+00;-2.314911847559984803e+00;-3.458240099468889550e+00
2.682682682682682618e+00;-2.543512123823529869e+00;-3.288495913812484517e+00
2.702702702702702631e+00;-2.771431591379336812e+00;-3.117099121326977862e+00
2.722722722722722644e+00;-2.998401205924067447e+00;-2.944294819510212324e+00
2.742742742742742657e+00;-3.224155592524241776e+00;-2.770325539382253233e+00
2.762762762762762669e+00;-3.448433045616235315e+00;-2.595431245485390281e+00
2.782782782782782682e+00;-3.670975529006283544e+00;-2.419849335884137531e+00
2.802802802802802695e+00;-3.891528675870478349e+00;-2.243814642165229856e+00
2.822822822822822708e+00;-4.109841788754768466e+00;-2.067559429437630492e+00
2.842842842842842721e+00;-4.325667839574962592e+00;-1.891313396332521046e+00
2.862862862862862734e+00;-4.538763469616723611e+00;-1.715303675003311268e+00
2.882882882882882747e+00;-4.748888989535576144e+00;-1.539754831125632162e+00
2.902902902902902760e+00;-4.955808379356895443e+00;-1.364888863897338656e+00
2.922922922922922773e+00;-5.159289288475923385e+00;-1.190925206038509820e+00
2.942942942942942786e+00;-5.359103035657755143e+00;-1.018080723791447983e+00
2.962962962962962798e+00;-5.555024609037339189e+00;-8.465697169206798378e-01
2.982982982982982811e+00;-5.746832666119487953e+00;-6.766039187129559984e-01
3.003003003003002824e+00;-5.934309533778869827e+00;-5.083924959772478935e-01
3.023023023023022837e+00;-6.117241208260009167e+00;-3.421420490447544260e-01
3.043043043043042850e+00;-6.295417355177288066e+00;-1.780566117688957561e-01
3.063063063063062863e+00;-6.468631309514948136e+00;-1.633765152531774234e-02
3.083083083083082876e+00;-6.636680075627085174e+00;1.428159307881129436e-01
3.103103103103102889e+00;-6.799364327237657157e+00;2.992078007513043758e-01
3.123123123123122902e+00;-6.956488407440476252e+00;4.526441904219407064e-01
3.143143143143142915e+00;-7.107860328699210584e+00;6.029338983354817216e-01
3.163163163163162928e+00;-7.253291772847392238e+00;7.498882895051650621e-01
3.183183183183182940e+00;-7.392598091088403933e+00;8.933212954220044466e-01
3.203203203203202953e+00;-7.525598303995490568e+00;1.033049414054789672e+00
3.223223223223223410e+00;-7.652117157738291375e+00;1.168893804522479485e+00
3.243243243243243423e+00;-7.772081331512498359e+00;1.300778637696025974e+00
3.263263263263263436e+00;-7.885373966133807144e+00;1.428583551360930404e+00
3.283283283283283449e+00;-7.991830373419721134e+00;1.552138421684274849e+00
3.303303303303303462e+00;-8.091295814111916229e+00;1.671282037948579990e+00
3.323323323323323475e+00;-8.183625497876240829e+00;1.785862102551804664e+00
3.343343343343343488e+00;-8.268684583302713165e+00;1.895735231007347421e+00
3.363363363363363501e+00;-8.346348177905527521e+00;2.000766951944043193e+00
3.383383383383383514e+00;-8.416501338123046239e+00;2.100831707106168178e+00
3.403403403403403527e+00;-8.479039069317808597e+00;2.195812851353434958e+00
3.423423423423423539e+00;-8.533866325776521933e+00;2.285602652660995826e+00
3.443443443443443552e+00;-8.580898010710070523e+00;2.370102292119440790e+00
3.463463463463463565e+00;-8.620058976253506700e+00;2.449221863934799792e+00
3.483483483483483578e+00;-8.651284023466056183e+00;2.522880375428539601e+00
3.503503503503503591e+00;-8.674517902331118080e+00;2.591005747037566920e+00
3.523523523523523604e+00;-8.689715311756264882e+00;2.653534812314226166e+00
3.543543543543543617e+00;-8.696840899573238914e+00;2.710413317926301247e+00
3.563563563563563630e+00;-8.695869262537955890e+00;2.761595923657012897e+00
3.583583583583583643e+00;-8.686784946330503132e+00;2.807046202405022672e+00
3.603603603603603656e+00;-8.669582445555143124e+00;2.846736640184428513e+00
3.623623623623623669e+00;-8.644266203740306409e+00;2.880648636124768736e+00
3.643643643643643681e+00;-8.610850613338598691e+00;2.908772502471019372e+00
3.663663663663663694e+00;-8.569360015726797286e+00;2.931107464583594613e+00
3.683683683683683707e+00;-8.519828701205852894e+00;2.947661660938348582e+00
3.703703703703703720e+00;-8.462300909000886051e+00;2.958452143126571343e+00
3.723723723723723733e+00;-8.396830827261192454e+00;2.963504875854995113e+00
3.743743743743743746e+00;-8.323482593060239410e+00;2.962854736945788048e+00
3.763763763763763759e+00;-8.242330292395664060e+00;2.956545517336556905e+00
3.783783783783783772e+00;-8.153455818199594418e+00;2.944628126959010661e+00
3.803803803803803785e+00;-8.056912914027373418e+00;2.927129634422814153e+00
3.823823823823823798e+00;-7.952771364647763797e+00;2.904089229012746909e+00
3.843843843843843811e+00;-7.841118443758608336e+00;2.875561102100162358e+00
3.863863863863863823e+00;-7.722049186467365267e+00;2.841606543662470674e+00
3.883883883883883836e+00;-7.595666389291110043e+00;2.802293942283137884e+00
3.903903903903903849e+00;-7.462080610156536231e+00;2.757698785151687204e+00
3.923923923923923862e+00;-7.321410168399955509e+00;2.707903658063698593e+00
3.943943943943943875e+00;-7.173781144767295004e+00;2.652998245420807422e+00
3.963963963963963888e+00;-7.019327381414101730e+00;2.593079330230707136e+00
3.983983983983983901e+00;-6.858190481905538149e+00;2.528250794107146593e+00
4.004004004004004358e+00;-6.690519811216382173e+00;2.458623617269930062e+00
4.024024024024024371e+00;-6.516472495731037817e+00;2.384315878544922995e+00
4.044044044044044384e+00;-6.336213423243519216e+00;2.305452755364042261e+00
4.064064064064064397e+00;-6.149915242957456840e+00;2.222166523765263690e+00
4.084084084084084409e+00;-5.957758365486101937e+00;2.134596558392618970e+00
4.104104104104104422e+00;-5.759930962852324754e+00;2.042889332496196975e+00
4.124124124124124435e+00;-5.556628968488606546e+00;1.947198417932142434e+00
4.144144144144144448e+00;-5.348056077237053785e+00;1.847684485162656598e+00
4.164164164164164461e+00;-5.134423745349383950e+00;1.744515303255998129e+00
4.184184184184184474e+00;-4.915951190486936184e+00;1.637865739886480654e+00
4.204204204204204487e+00;-4.692865391720665968e+00;1.527917761334476765e+00
4.224224224224224500e+00;-4.465401089531145118e+00;1.414860432486413355e+00
4.244244244244244513e+00;-4.233800785808563560e+00;1.298889916834774505e+00
4.264264264264264526e+00;-3.998314743852728448e+00;1.180209476478101704e+00
4.284284284284284539e+00;-3.759200988373064156e+00;1.059029472120991855e+00
4.304304304304304551e+00;-3.516725305488614950e+00;9.355673630740986013e-01
4.324324324324324564e+00;-3.271128587706814361e+00;8.100168594509963294e-01
4.344344344344344577e+00;-3.022558305699114545e+00;6.824827309798396913e-01
4.364364364364364590e+00;-2.771269026284924664e+00;5.531701757064910741e-01
4.384384384384384603e+00;-2.517527020067217514e+00;4.222952861464256413e-01
4.404404404404404616e+00;-2.261598053848795864e+00;2.900735439868464827e-01
4.424424424424424629e+00;-2.003747390632291570e+00;1.567198200866829483e-01
4.444444444444444642e+00;-1.744239789620166459e+00;2.244837447659198126e-02
4.464464464464464655e+00;-1.483339506214712555e+00;-1.125271436410417714e-01
4.484484484484484668e+00;-1.221310292018052301e+00;-2.479936958921069579e-01
4.504504504504504681e+00;-9.584153948321354477e-01;-3.837388547307651887e-01
4.524524524524524693e+00;-6.949175586587448272e-01;-5.195508034394502594e-01
4.544544544544544706e+00;-4.310790236994894720e-01;-6.552183361288688168e-01
4.564564564564564719e+00;-1.671615263558119402e-01;-7.905308577380012469e-01
4.584584584584584732e+00;9.657370077101878891e-02;-9.252783840340992327e-01
4.604604604604604745e+00;3.598659288799024303e-01;-1.059251541612688419e+00
4.624624624624624758e+00;6.224549329699087252e-01;-1.192241567897565524e+00
4.644644644644644771e+00;8.840809918402783296e-01;-1.324040311140803894e+00
4.664664664664664784e+00;1.144484888090421038e+00;-1.454440230422744840e+00
4.684684684684684797e+00;1.403407908119919334e+00;-1.583234395652005411e+00
4.704704704704704810e+00;1.660591842128520845e+00;-1.710216487565473731e+00
4.724724724724724823e+00;1.915778984116149886e+00;-1.835180797728313884e+00
4.744744744744744835e+00;2.168712131882898575e+00;-1.957922228533958364e+00
4.764764764764764848e+00;2.419134587029025063e+00;-2.078236293204115626e+00
4.784784784784784861e+00;2.666790154954962411e+00;-2.195919115788765641e+00
4.804804804804804874e+00;2.911423144861317702e+00;-2.310767431166160346e+00
4.824824824824824887e+00;3.152778369748856946e+00;-2.422578585042826749e+00
4.844844844844844900e+00;3.390601146418525502e+00;-2.531150533953563375e+00
4.864864864864864913e+00;3.624637368257115799e+00;-2.636281914198825405e+00
4.884884884884884926e+00;3.854723661386368683e+00;-2.737857549259053780e+00
4.904904904904904939e+00;4.080690273860398953e+00;-2.835756742977427081e+00
4.924924924924924952e+00;4.302294744009993899e+00;-2.929790017384728884e+00
4.944944944944944965e+00;4.519302976813968087e+00;-3.019775784272869856e+00
4.964964964964964977e+00;4.731489243899165587e+00;-3.105540345194886420e+00
4.984984984984984990e+00;4.938636183540458191e+00;-3.186917891464943864e+00
5.005005005005005003e+00;5.140534800660744530e+00;-3.263750504158331900e+00
5.025025025025025016e+00;5.336984466830953622e+00;-3.335888154111469106e+00
5.045045045045045029e+00;5.527792920270040433e+00;-3.403188701921900261e+00
5.065065065065065042e+00;5.712776265844988544e+00;-3.465517897948295900e+00
5.085085085085085055e+00;5.891758975070812809e+00;-3.522749382310454980e+00
5.105105105105105068e+00;6.064573886110551371e+00;-3.574764684889302657e+00
5.125125125125125081e+00;6.231062203775273645e+00;-3.621453225326891179e+00
5.145145145145145094e+00;6.391073499524076773e+00;-3.662712313026398547e+00
5.165165165165165106e+00;6.544465711464085622e+00;-3.698447147152131187e+00
5.185185185185185119e+00;6.691105144350452782e+00;-3.728570816629520834e+00
5.205205205205205132e+00;6.830866469586359457e+00;-3.753004300145128092e+00
5.225225225225225145e+00;6.963632725223016351e+00;-3.771676466146638873e+00
5.245245245245245158e+00;7.089295315959660115e+00;-3.784524072842865738e+00
5.265265265265265171e+00;7.207754013143556016e+00;-3.791491768203748780e+00
5.285285285285285184e+00;7.318916954769999705e+00;-3.792532089960355179e+00
5.305305305305305197e+00;7.422700645482310122e+00;-3.787605465604877431e+00
5.325325325325325210e+00;7.519029956571841922e+00;-3.776680212390637781e+00
5.345345345345345223e+00;7.607838125977971266e+00;-3.759732537332082458e+00
5.365365365365365236e+00;7.689066758288102932e+00;-3.736746537204785223e+00
5.385385385385385248e+00;7.762665824737674747e+00;-3.707714198545448703e+00
5.405405405405405261e+00;7.828605996074691653e+00;-3.672645572815790072e+00
5.425425425425425274e+00;7.886867921813863092e+00;-3.631558629191015353e+00
5.445445445445445287e+00;7.937407005095329815e+00;-3.584450246297757214e+00
5.465465465465465300e+00;7.980187340828305054e+00;-3.531325210695021255e+00
5.485485485485485313e+00;8.015182640902619227e+00;-3.472196995624207361e+00
5.505505505505505326e+00;8.042376234188717277e+00;-3.407087761009110594e+00
5.525525525525525339e+00;8.061761066537657783e+00;-3.336028353455921192e+00
5.545545545545545352e+00;8.073339700781122730e+00;-3.259058306253221904e+00
5.565565565565565365e+00;8.077124316731401521e+00;-3.176225839371992432e+00
5.585585585585585378e+00;8.073136711181403413e+00;-3.087587859465605877e+00
5.605605605605605390e+00;8.061408297904655740e+00;-2.993209959869830072e+00
5.625625625625625403e+00;8.041980107655296806e+00;-2.893166420602827138e+00
5.645645645645645416e+00;8.014902788168086545e+00;-2.787540208365154371e+00
5.665665665665665429e+00;7.980236604158395863e+00;-2.676422976539763354e+00
5.685685685685685442e+00;7.938051437322214632e+00;-2.559915065192000849e+00
5.705705705705705455e+00;7.888426786336148133e+00;-2.438125501069606571e+00
5.725725725725725468e+00;7.831451766857416175e+00;-2.311171997602716743e+00
5.745745745745745481e+00;7.767225111523856640e+00;-2.179180954903861434e+00
5.765765765765765494e+00;7.695855169953921049e+00;-2.042287459767964997e+00
5.785785785785785507e+00;7.617459908746679886e+00;-1.900635285672346297e+00
5.805805805805805520e+00;7.532166911481817273e+00;-1.754376892776719599e+00
5.825825825825825532e+00;7.440113378719633630e+00;-1.603673427923192563e+00
5.845845845845845545e+00;7.341446128001045679e+00;-1.448694724636269360e+00
5.865865865865865558e+00;7.236321593847586442e+00;-1.289619303122846006e+00
5.885885885885885571e+00;7.124905827761405241e+00;-1.126634370272216135e+00
5.905905905905905584e+00;7.007374498225265036e+00;-9.599358196560654477e-01
5.925925925925925597e+00;6.883912890702547749e+00;-7.897282315284752663e-01
5.945945945945945610e+00;6.754715907637249828e+00;-6.162248728259220876e-01
5.965965965965965623e+00;6.619914867592195051e+00;-4.395739135060120484e-01
5.985985985985985636e+00;6.479626159777580163e+00;-2.599085200781397487e-01
6.006006006006005649e+00;6.334041630078847795e+00;-7.743737508881909370e-02
6.026026026026025662e+00;6.183356168825834942e+00;1.076289087125421595e-01
6.046046046046045674e+00;6.027767671922946491e+00;2.950778277025535301e-01
6.066066066066065687e+00;5.867477040849153447e+00;4.846949873838417577e-01
6.086086086086085700e+00;5.702688182657997373e+00;6.762641023850506361e-01
6.106106106106105713e+00;5.533608009977585951e+00;8.695669964608405689e-01
6.126126126126125726e+00;5.360446441010598306e+00;1.064383602491890901e+00
6.146146146146145739e+00;5.183416399534277019e+00;1.260491962484896478e+00
6.166166166166165752e+00;5.002733814900436116e+00;1.457668227572569641e+00
6.186186186186185765e+00;4.818617622035458403e+00;1.655686658013641122e+00
6.206206206206205778e+00;4.631289761440291031e+00;1.854319623192856703e+00
6.226226226226225791e+00;4.440975179190454369e+00;2.053337601620981889e+00
6.246246246246245803e+00;4.247901826936031355e+00;2.252509180934798572e+00
6.266266266266265816e+00;4.052300661901679035e+00;2.451601057897104585e+00
6.286286286286285829e+00;3.854405646886616577e+00;2.650378038396715485e+00
6.306306306306305842e+00;3.654453750264635481e+00;2.848603037448466324e+00
6.326326326326325855e+00;3.452684945984095144e+00;3.046037079193204988e+00
6.346346346346345868e+00;3.249342213567921522e+00;3.242439296897800638e+00
6.366366366366365881e+00;3.044671538113609799e+00;3.437566932955137489e+00
6.386386386386385894e+00;2.838921910293222162e+00;3.631175338884117920e+00
6.406406406406405907e+00;2.632345326353388693e+00;3.823017975329660700e+00
6.426426426426426808e+00;2.425196788115302482e+00;4.012846412062709867e+00
6.446446446446446821e+00;2.217734302974747607e+00;4.200410327980205416e+00
6.466466466466466834e+00;2.010218883902047615e+00;4.385457511105123274e+00
6.486486486486486847e+00;1.802914549442112602e+00;4.567733858586452200e+00
6.506506506506506859e+00;1.596048435841851854e+00;4.747022583458466727e+00
6.526526526526526872e+00;1.389734600273788923e+00;4.923218614559273121e+00
6.546546546546546885e+00;1.184219705996760519e+00;5.096086995009141418e+00
6.566566566566566898e+00;9.797596135376173132e-01;5.265384770949741444e+00
6.586586586586586911e+00;7.766043160064715067e-01;5.430875826531938344e+00
6.606606606606606924e+00;5.749979390966970527e-01;5.592330883915788142e+00
6.626626626626626937e+00;3.751787410849294346e-01;5.749527503270542184e+00
6.646646646646646950e+00;1.773791128310648890e-01;5.902250082774643580e+00
6.666666666666666963e+00;-1.817442222173770716e-02;6.050289858615729877e+00
6.686686686686686976e+00;-2.112612080470595011e-01;6.193444904990631272e+00
6.706706706706706989e+00;-4.016664560352189994e-01;6.331520134105372399e+00
6.726726726726727001e+00;-5.891812449932740670e-01;6.464327296175169657e+00
6.746746746746747014e+00;-7.736025211450203720e-01;6.591684979424433877e+00
6.766766766766767027e+00;-9.547330981309922748e-01;6.713418610086769434e+00
6.786786786786787040e+00;-1.132381657008464160e+00;6.829360452404971582e+00
6.806806806806807053e+00;-1.306362746251445994e+00;6.939349608631033561e+00
6.826826826826827066e+00;-1.476496781750689546e+00;7.043232019026137714e+00
6.846846846846847079e+00;-1.642610046813682612e+00;7.140860461860659925e+00
6.866866866866867092e+00;-1.804534692164653897e+00;7.232094553414172289e+00
6.886886886886887105e+00;-1.962108735944567695e+00;7.316800747975436892e+00
6.906906906906907118e+00;-2.115176063711128762e+00;7.394852337842413803e+00
6.926926926926927131e+00;-2.263586428438781439e+00;7.466129453322251308e+00
6.946946946946947143e+00;-2.407195450518705648e+00;7.530519062731292124e+00
6.966966966966967156e+00;-2.545864617758822668e+00;7.587914972395074287e+00
6.986986986986987169e+00;-2.679461285383791136e+00;7.638217826648330266e+00
7.007007007007007182e+00;-2.807858676035007939e+00;7.681335107834980747e+00
7.027027027027027195e+00;-2.930935879770609098e+00;7.717181136308143508e+00
7.047047047047047208e+00;-3.048577854065468884e+00;7.745677070430130762e+00
7.067067067067067221e+00;-3.160675438645407898e+00;7.766750919842033696e+00
7.087087087087087234e+00;-3.267168406643928602e+00;7.780375686856033646e+00
7.107107107107107247e+00;-3.367991339604931689e+00;7.786519869683443673e+00
7.127127127127127260e+00;-3.463043479184201079e+00;7.785121528701673732e+00
7.147147147147147273e+00;-3.552233445283162983e+00;7.776128624560580960e+00
7.167167167167167285e+00;-3.635479236048885898e+00;7.759499018182467900e+00
7.187187187187187298e+00;-3.712708227874081057e+00;7.735200470762085168e+00
7.207207207207207311e+00;-3.783857175397101980e+00;7.703210643766628785e+00
7.227227227227227324e+00;-3.848872211501945362e+00;7.663517098935742844e+00
7.247247247247247337e+00;-3.907708847318248857e+00;7.616117298281515957e+00
7.267267267267267350e+00;-3.960331972221293739e+00;7.561018604088485695e+00
7.287287287287287363e+00;-4.006715853832003127e+00;7.498238278913635035e+00
7.307307307307307376e+00;-4.046844138016943759e+00;7.427803485586393251e+00
7.327327327327327389e+00;-4.080709848888323776e+00;7.349751287208637685e+00
7.347347347347347402e+00;-4.108315388803993606e+00;7.264128647154690199e+00
7.367367367367367414e+00;-4.129672538367446855e+00;7.170992429071320728e+00
7.387387387387387427e+00;-4.144802456427818527e+00;7.070409396877746389e+00
7.407407407407407440e+00;-4.153735680079888581e+00;6.962456214765630591e+00
7.427427427427427453e+00;-4.156512124664074825e+00;6.847219447199081266e+00
7.447447447447447466e+00;-4.153181083766443571e+00;6.724795558914656191e+00
7.467467467467467479e+00;-4.143801229218698090e+00;6.595290914921357661e+00
7.487487487487487492e+00;-4.128440611098187496e+00;6.458821780500636045e+00
7.507507507507507505e+00;-4.107176657727902302e+00;6.315514321206387116e+00
7.527527527527527518e+00;-4.080096175676474424e+00;6.165504602864953831e+00
7.547547547547547531e+00;-4.047295349758180727e+00;6.008938591575125443e+00
